"SNP_name"	"chromosome"	"Physical_Position"	"rawData.log2ratio."
"SNP_A-2222381"	11	68228055	0.268373
"SNP_A-1854116"	11	68228350	0.37121
"SNP_A-1800511"	11	68232587	0.20233
"SNP_A-2227276"	11	68238806	0.084993
"SNP_A-1891345"	11	68245876	0.188098
"SNP_A-1835360"	11	68256450	-0.109283
"SNP_A-1815297"	11	68304836	-0.110912
"SNP_A-2110749"	11	68305044	-0.25357
"SNP_A-4196392"	11	68312956	0.174867
"SNP_A-2023666"	11	68386858	-0.110576
"SNP_A-2271179"	11	68387450	-0.003214
"SNP_A-4229320"	11	68387816	0.432694
"SNP_A-2090027"	11	68423774	0.484201
"SNP_A-4224215"	11	68438978	-0.030756
"SNP_A-1807913"	11	68457000	-0.419305
"SNP_A-2167826"	11	68486121	-0.03596
"SNP_A-2082788"	11	68502259	-0.007567
"SNP_A-4220704"	11	68506116	0.168035
"SNP_A-1812911"	11	68542057	0.225265
"SNP_A-2166861"	11	68603581	0.004628
"SNP_A-2293872"	11	68612171	0.058933
"SNP_A-2205552"	11	68612530	0.25708
"SNP_A-1921189"	11	68614612	0.16194
"SNP_A-4220856"	11	68614666	-0.114519
"SNP_A-2121040"	11	68617448	0.295714
"SNP_A-1902270"	11	68619206	0.065597
"SNP_A-4197056"	11	68619900	0.314474
"SNP_A-1869248"	11	68620179	-0.111077
"SNP_A-2289541"	11	68642755	0.001498
"SNP_A-2299730"	11	68663146	0.583594
"SNP_A-1824703"	11	68667430	-0.358371
"SNP_A-1794302"	11	68671582	0.163573
"SNP_A-2287210"	11	68671621	0.084526
"SNP_A-2203445"	11	68672423	0.423286
"SNP_A-2050224"	11	68689475	0.005362
"SNP_A-2103003"	11	68716760	-0.469216
"SNP_A-2241153"	11	68723823	0.171176
"SNP_A-1919508"	11	68748325	-0.008492
"SNP_A-2196266"	11	68753085	0.171342
"SNP_A-1842461"	11	68767227	0.309426
"SNP_A-4221739"	11	68772447	-0.269955
"SNP_A-4221885"	11	68781886	-0.268585
"SNP_A-4226569"	11	68857006	0.227152
"SNP_A-4229086"	11	68911784	0.159169
"SNP_A-2281447"	11	68942652	0.200704
"SNP_A-2165770"	11	68950213	0.257584
"SNP_A-1833049"	11	68978397	0.150185
"SNP_A-2202384"	11	68978949	0.219265
"SNP_A-1840658"	11	68984613	0.147659
"SNP_A-2268576"	11	68985046	0.303022
"SNP_A-1862272"	11	69027699	0.063388
"SNP_A-2265270"	11	69034292	1.045941
"SNP_A-2002011"	11	69060902	0.217743
"SNP_A-2011843"	11	69061092	0.077757
"SNP_A-1952937"	11	69067744	0.087793
"SNP_A-2071933"	11	69092909	1.459132
"SNP_A-2038157"	11	69096143	0.375842
"SNP_A-1833002"	11	69108364	0.125212
"SNP_A-4241188"	11	69115451	-0.313405
"SNP_A-1814115"	11	69115806	0.33765
"SNP_A-2172095"	11	69143453	0.159289
"SNP_A-2154685"	11	69156094	-0.041069
"SNP_A-2207967"	11	69198344	-0.030645
"SNP_A-2081462"	11	69199527	0.241639
"SNP_A-4196217"	11	69213458	0.351362
"SNP_A-1886555"	11	69258982	0.202263
"SNP_A-1901357"	11	69262980	0.453957
"SNP_A-2145008"	11	69295251	0.597487
"SNP_A-2166385"	11	69305704	0.327579
"SNP_A-1794059"	11	69333047	0.172025
"SNP_A-2305187"	11	69338136	0.07141
"SNP_A-2142845"	11	69369210	0.334336
"SNP_A-1923860"	11	69378444	0.481786
"SNP_A-1884998"	11	69390999	-0.005255
"SNP_A-2294084"	11	69392754	0.052256
"SNP_A-4201579"	11	69393720	0.369881
"SNP_A-2225032"	11	69408709	0.047972
"SNP_A-2011868"	11	69483918	0.046261
"SNP_A-2011872"	11	69515071	0.211484
"SNP_A-2011873"	11	69515121	0.247752
"SNP_A-2122104"	11	69515299	0.051152
"SNP_A-1884962"	11	69515399	0.014538
"SNP_A-2274774"	11	69521535	0.201969
"SNP_A-2095004"	11	69521761	0.00287
"SNP_A-4231975"	11	69525792	-0.077985
"SNP_A-1815152"	11	69526358	-0.034043
"SNP_A-2171154"	11	69526973	0.089997
"SNP_A-1901501"	11	69527012	0.169855
"SNP_A-1870944"	11	69527082	0.280861
"SNP_A-1794034"	11	69560114	-0.077811
"SNP_A-2093805"	11	69566542	-0.295304
"SNP_A-1919965"	11	69567251	0.023117
"SNP_A-4196474"	11	69634313	-0.350413
"SNP_A-2292806"	11	69652959	0.450432
"SNP_A-1940793"	11	69658777	-0.162976
"SNP_A-4192671"	11	69673853	0.048287
"SNP_A-4201663"	11	69680534	0.012261
"SNP_A-2031754"	11	69705561	-0.00186
"SNP_A-2082606"	11	69713755	0.433545
"SNP_A-2041002"	11	69810428	-0.073442
"SNP_A-2273731"	11	69857933	-0.005878
"SNP_A-2145247"	11	69858241	0.359225
"SNP_A-2180189"	11	69878242	0.232988
"SNP_A-4241008"	11	69901479	-0.28602
"SNP_A-2300888"	11	69902247	0.213857
"SNP_A-4204125"	11	69919583	-0.073334
"SNP_A-4222635"	11	69944674	0.095482
"SNP_A-2217783"	11	69985448	-0.257085
"SNP_A-2062254"	11	70047836	0.244373
"SNP_A-1913089"	11	70074657	0.247287
"SNP_A-4241166"	11	70074717	0.458864
"SNP_A-1802814"	11	70108535	0.123793
"SNP_A-1896885"	11	70136496	-0.372175
"SNP_A-2293652"	11	70138399	0.473106
"SNP_A-4218832"	11	70157135	-0.039887
"SNP_A-2011890"	11	70174289	0.057686
"SNP_A-4236561"	11	70179648	0.140635
"SNP_A-1891797"	11	70242724	-0.319013
"SNP_A-2080115"	11	70244842	0.033207
"SNP_A-2046470"	11	70296631	0.113708
"SNP_A-1860673"	11	70304807	0.346969
"SNP_A-2078879"	11	70315307	0.141271
"SNP_A-4234723"	11	70317497	0.196229
"SNP_A-4199378"	11	70322533	-0.112094
"SNP_A-2011893"	11	70322842	-0.071853
"SNP_A-1893862"	11	70341866	0.416466
"SNP_A-2110327"	11	70342429	0.072041
"SNP_A-1845994"	11	70362788	-0.116957
"SNP_A-2223540"	11	70367626	0.047359
"SNP_A-2235647"	11	70382508	0.308425
"SNP_A-2296789"	11	70420489	0.139695
"SNP_A-1809463"	11	70427941	0.123222
"SNP_A-2078059"	11	70461503	0.039271
"SNP_A-1833574"	11	70464546	-0.158063
"SNP_A-2165350"	11	70464771	0.391733
"SNP_A-4226619"	11	70464861	-0.60567
"SNP_A-2029098"	11	70472913	-0.068786
"SNP_A-2089248"	11	70520424	0.145046
"SNP_A-1940464"	11	70524609	0.057456
"SNP_A-4197758"	11	70549636	0.477497
"SNP_A-2041419"	11	70568692	-0.140011
"SNP_A-2247098"	11	70569383	0.357869
"SNP_A-1846336"	11	70569712	-0.188827
"SNP_A-4241099"	11	70602019	-0.270713
"SNP_A-1781956"	11	70622126	0.205996
"SNP_A-2180731"	11	70653949	0.277504
"SNP_A-1811819"	11	70663065	-0.214729
"SNP_A-2041513"	11	70663371	0.462886
"SNP_A-1839102"	11	70663446	-0.320091
"SNP_A-2011907"	11	70697060	0.070406
"SNP_A-4233519"	11	70700738	-0.165278
"SNP_A-4223860"	11	70705640	0.050731
"SNP_A-1890113"	11	70706636	0.394616
"SNP_A-2053377"	11	70709687	-0.094074
"SNP_A-4197537"	11	70717451	0.456365
"SNP_A-4215153"	11	70727859	0.048108
"SNP_A-1789573"	11	70728329	-0.023513
"SNP_A-2241679"	11	70728576	0.058954
"SNP_A-2178905"	11	70728920	-0.012341
"SNP_A-2252505"	11	70729463	0.249441
"SNP_A-1926963"	11	70735559	0.071193
"SNP_A-1800866"	11	70739707	0.164362
"SNP_A-4199149"	11	70748750	0.030421
"SNP_A-1877334"	11	70766590	-0.418861
"SNP_A-2002018"	11	70766795	0.062508
"SNP_A-4214140"	11	70766858	0.426902
"SNP_A-4232707"	11	70779019	0.142153
"SNP_A-2274116"	11	70787795	-0.124724
"SNP_A-1867184"	11	70795111	0.131169
"SNP_A-4200301"	11	70810865	0.485342
"SNP_A-2217280"	11	70838711	0.053105
"SNP_A-1910893"	11	70857043	0.334251
"SNP_A-2174703"	11	70886523	0.163124
"SNP_A-2195938"	11	70887601	0.198416
"SNP_A-2265326"	11	70887671	0.654948
"SNP_A-1927753"	11	70887718	0.194849
"SNP_A-2178708"	11	70914411	0.039585
"SNP_A-1920894"	11	70924991	-0.227878
"SNP_A-4226375"	11	70956870	0.222376
"SNP_A-2170158"	11	70957961	0.231457
"SNP_A-2216840"	11	70959210	0.24249
"SNP_A-2065047"	11	70961873	-0.019318
"SNP_A-2292192"	11	70964187	0.105045
"SNP_A-2268493"	11	70964468	-0.010572
"SNP_A-4206057"	11	71170266	0.012906
"SNP_A-2304936"	11	71200966	0.349732
"SNP_A-4203671"	11	71205344	0.426818
"SNP_A-2011931"	11	71250854	-0.265264
"SNP_A-1823614"	11	71303737	0.044025
"SNP_A-2176720"	11	71304856	-0.169913
"SNP_A-2097067"	11	71318741	0.061044
"SNP_A-1850924"	11	71319906	-0.131675
"SNP_A-2219920"	11	71320172	0.405508
"SNP_A-2079561"	11	71321606	0.07645
"SNP_A-2199386"	11	71321981	-0.345466
"SNP_A-2110340"	11	71329173	0.197579
"SNP_A-2134057"	11	71354680	0.045295
"SNP_A-4197028"	11	71360879	-0.299674
"SNP_A-1843251"	11	71379015	0.188976
"SNP_A-1905866"	11	71379171	0.21217
"SNP_A-1940777"	11	71420383	0.196922
"SNP_A-2143504"	11	71436735	0.177211
"SNP_A-4227640"	11	71447584	0.337455
"SNP_A-4236447"	11	71447600	0.403245
"SNP_A-4237580"	11	71448250	0.385337
"SNP_A-2088135"	11	71501916	-0.134386
"SNP_A-1815767"	11	71504292	0.044865
"SNP_A-2155006"	11	71515856	-0.18369
"SNP_A-2026748"	11	71517046	0.550962
"SNP_A-2076866"	11	71530273	0.393568
"SNP_A-1941931"	11	71548731	-0.110758
"SNP_A-1889661"	11	71549242	-0.153671
"SNP_A-2054307"	11	71699368	0.211895
"SNP_A-2050780"	11	71726174	0.15939
"SNP_A-2011956"	11	71756829	0.229023
"SNP_A-1868330"	11	71861792	-0.206377
"SNP_A-2194324"	11	71874268	0.405722
"SNP_A-2023074"	11	71875283	-0.237911
"SNP_A-1873999"	11	71876007	-0.147622
"SNP_A-2054127"	11	71885061	0.211027
"SNP_A-4193035"	11	71903445	0.109479
"SNP_A-1794295"	11	71933492	0.207744
"SNP_A-2147242"	11	71935160	0.208879
"SNP_A-4239470"	11	71935566	0.169166
"SNP_A-2051773"	11	71935611	0.301958
"SNP_A-4207259"	11	71936713	0.110921
"SNP_A-2260143"	11	71936754	0.257199
"SNP_A-1889391"	11	71936788	-0.478515
"SNP_A-4238239"	11	71969575	-0.099337
"SNP_A-4195939"	11	71970793	0.183501
"SNP_A-4215155"	11	72010579	0.168109
"SNP_A-4203309"	11	72082606	-0.000921
"SNP_A-2051146"	11	72129028	0.201004
"SNP_A-1797369"	11	72149984	0.162076
"SNP_A-2087886"	11	72198178	0.088091
"SNP_A-1939289"	11	72239956	-0.214075
"SNP_A-2011978"	11	72284885	0.101762
"SNP_A-1786706"	11	72293898	0.199484
"SNP_A-1886919"	11	72364401	-0.0083
"SNP_A-2011979"	11	72377234	0.057131
"SNP_A-2011981"	11	72422164	-0.33509
"SNP_A-2080600"	11	72462321	-0.23535
"SNP_A-4227451"	11	72596949	0.185716
"SNP_A-1907031"	11	72627191	0.12936
"SNP_A-1808553"	11	72651242	0.057408
"SNP_A-2165062"	11	72658137	0.176311
"SNP_A-1904221"	11	72676335	0.209857
"SNP_A-4227835"	11	72676869	0.226119
"SNP_A-2228860"	11	72721891	-0.153745
"SNP_A-2106698"	11	72721999	0.185038
"SNP_A-1789365"	11	72790765	-0.140049
"SNP_A-4238858"	11	72813662	0.151752
"SNP_A-2089069"	11	72896766	0.01056
"SNP_A-2113567"	11	72897065	0.379921
"SNP_A-4215157"	11	72897555	0.175367
"SNP_A-1837239"	11	72954548	0.196728
"SNP_A-2306744"	11	72987532	0.278359
"SNP_A-2030524"	11	73085920	0.159818
"SNP_A-2270982"	11	73090662	-0.095323
"SNP_A-2167934"	11	73090769	0.050053
"SNP_A-1925018"	11	73095320	0.347696
"SNP_A-2230354"	11	73108249	0.250615
"SNP_A-2162626"	11	73112944	0.197739
"SNP_A-1885556"	11	73139583	0.034246
"SNP_A-2175431"	11	73143151	0.247118
"SNP_A-2301642"	11	73145176	0.011815
"SNP_A-2188658"	11	73188293	0.173703
"SNP_A-2139260"	11	73230291	0.290982
"SNP_A-2032196"	11	73254396	0.731326
"SNP_A-2276064"	11	73259191	-0.594239
"SNP_A-1885446"	11	73267958	0.129265
"SNP_A-2258327"	11	73268151	-0.172987
"SNP_A-1903302"	11	73288997	0.062766
"SNP_A-2049045"	11	73289126	0.2008
"SNP_A-1866461"	11	73289168	-0.101036
"SNP_A-2084911"	11	73304603	0.02619
"SNP_A-2314339"	11	73394722	0.038755
"SNP_A-2012007"	11	73400269	0.002232
"SNP_A-2163619"	11	73436539	0.267811
"SNP_A-2276579"	11	73445873	0.030063
"SNP_A-2073470"	11	73455195	-0.035078
"SNP_A-2094324"	11	73464649	0.112221
"SNP_A-1890215"	11	73464972	0.174107
"SNP_A-4215158"	11	73477649	-0.401528
"SNP_A-2030686"	11	73508680	0.149669
"SNP_A-4230783"	11	73530035	0.138441
"SNP_A-2002033"	11	73543430	0.412982
"SNP_A-1913782"	11	73548864	0.129826
"SNP_A-2021995"	11	73549117	0.356665
"SNP_A-1834200"	11	73556336	0.256975
"SNP_A-1918707"	11	73573308	0.054467
"SNP_A-4236254"	11	73618941	0.154256
"SNP_A-1917300"	11	73667046	-0.239299
"SNP_A-2070698"	11	73673344	-0.082793
"SNP_A-1831376"	11	73684573	0.371353
"SNP_A-4236897"	11	73684705	0.403346
"SNP_A-1791092"	11	73685163	0.134681
"SNP_A-2132394"	11	73693247	0.259647
"SNP_A-2248160"	11	73701905	0.031347
"SNP_A-2289557"	11	73710346	0.178162
"SNP_A-4215160"	11	73710714	0.246323
"SNP_A-4215161"	11	73729912	0.152804
"SNP_A-2250540"	11	73746391	0.384197
"SNP_A-1834687"	11	73757755	-0.373701
"SNP_A-4204336"	11	73760259	0.309075
"SNP_A-1837624"	11	73774695	0.190947
"SNP_A-2208990"	11	73776381	0.287511
"SNP_A-2206085"	11	73803671	-0.174278
"SNP_A-2297941"	11	73806589	0.200375
"SNP_A-2012021"	11	73809544	0.165186
"SNP_A-4215162"	11	73830942	-0.183086
"SNP_A-4214144"	11	73882652	0.252514
"SNP_A-4231094"	11	73884054	0.312052
"SNP_A-1862047"	11	73885504	-0.084479
"SNP_A-1828420"	11	73885677	-0.164298
"SNP_A-2094477"	11	73886240	-0.20125
"SNP_A-1861980"	11	73893543	-0.314855
"SNP_A-2181584"	11	73921038	0.460745
"SNP_A-2158080"	11	73923131	0.029276
"SNP_A-1831116"	11	73926404	0.178489
"SNP_A-2021508"	11	73926589	-0.192573
"SNP_A-4240504"	11	73926738	0.102024
"SNP_A-2312547"	11	73934082	0.076175
"SNP_A-2012035"	11	73935137	0.342366
"SNP_A-1792497"	11	74000654	-0.039093
"SNP_A-4220664"	11	74009910	0.366519
"SNP_A-1911741"	11	74023471	0.518265
"SNP_A-1898332"	11	74036330	-0.053813
"SNP_A-1825904"	11	74036714	0.113548
"SNP_A-1958108"	11	74042214	0.310101
"SNP_A-4219735"	11	74042378	-0.168333
"SNP_A-2028181"	11	74043298	0.039768
"SNP_A-2078030"	11	74043387	0.189563
"SNP_A-2207506"	11	74044403	0.268167
"SNP_A-4197818"	11	74053123	0.401938
"SNP_A-2109365"	11	74113509	0.080377
"SNP_A-2179369"	11	74124439	-0.004227
"SNP_A-2165430"	11	74142446	0.201013
"SNP_A-2191834"	11	74158966	-0.203015
"SNP_A-2304363"	11	74159279	0.354546
"SNP_A-4196482"	11	74159411	0.308108
"SNP_A-2160798"	11	74161997	0.136745
"SNP_A-2218882"	11	74163261	0.036191
"SNP_A-4214145"	11	74170424	0.104688
"SNP_A-4215166"	11	74170490	-0.135713
"SNP_A-1797132"	11	74173270	0.061454
"SNP_A-2012057"	11	74186257	0.390648
"SNP_A-4214146"	11	74199889	0.017476
"SNP_A-4215167"	11	74208667	0.341201
"SNP_A-2182816"	11	74211100	0.446065
"SNP_A-2033990"	11	74223026	0.483483
"SNP_A-2100714"	11	74232320	0.115694
"SNP_A-1848349"	11	74240725	-0.051755
"SNP_A-1813175"	11	74282566	0.138609
"SNP_A-4226303"	11	74333254	0.284598
"SNP_A-2012065"	11	74345729	0.460646
"SNP_A-1817208"	11	74367020	0.127004
"SNP_A-2280151"	11	74370568	-0.041052
"SNP_A-4198061"	11	74422150	0.211612
"SNP_A-1898557"	11	74441431	-0.08824
"SNP_A-4205457"	11	74441826	-0.300714
"SNP_A-2012072"	11	74458772	0.13748
"SNP_A-1857793"	11	74463292	-0.007663
"SNP_A-2242145"	11	74463368	-0.007518
"SNP_A-1843617"	11	74476415	0.029194
"SNP_A-1958338"	11	74489669	0.073334
"SNP_A-1808709"	11	74492550	0.104535
"SNP_A-1832631"	11	74497794	-0.051731
"SNP_A-1882499"	11	74514269	-0.040057
"SNP_A-2257245"	11	74515135	-0.03508
"SNP_A-2030578"	11	74515153	0.094668
"SNP_A-1874323"	11	74556238	0.148434
"SNP_A-2106764"	11	74572861	-0.170987
"SNP_A-2281185"	11	74597653	0.969884
"SNP_A-2133680"	11	74605123	-0.212998
"SNP_A-4233855"	11	74682857	1.206383
"SNP_A-2271499"	11	74699149	0.392677
"SNP_A-2113250"	11	74706433	0.78006
"SNP_A-1898325"	11	74706815	0.617676
"SNP_A-2222125"	11	74712634	0.512529
"SNP_A-2243405"	11	74714405	0.742332
"SNP_A-4230715"	11	74722446	0.515469
"SNP_A-2171506"	11	74763438	0.210171
"SNP_A-4206194"	11	74767748	0.945906
"SNP_A-2012089"	11	74773711	0.793597
"SNP_A-1943806"	11	74825309	0.797594
"SNP_A-2083398"	11	74835245	0.825999
"SNP_A-1958518"	11	74835998	0.491501
"SNP_A-4202170"	11	74836097	0.386643
"SNP_A-2269830"	11	74878739	0.881064
"SNP_A-1784677"	11	74882270	1.016863
"SNP_A-2226854"	11	74917551	0.692144
"SNP_A-2182083"	11	74987219	0.675583
"SNP_A-4237217"	11	75018710	1.106759
"SNP_A-4194674"	11	75018835	0.780224
"SNP_A-1955159"	11	75019070	0.705308
"SNP_A-4240448"	11	75019501	0.814029
"SNP_A-1788339"	11	75022554	0.672036
"SNP_A-2012110"	11	75040481	0.756587
"SNP_A-2301578"	11	75048168	1.145988
"SNP_A-2093829"	11	75053404	0.622964
"SNP_A-4215172"	11	75054874	0.897878
"SNP_A-2192008"	11	75069880	0.857806
"SNP_A-4241130"	11	75070050	0.624288
"SNP_A-2136833"	11	75093588	0.525194
"SNP_A-4201396"	11	75095811	0.958974
"SNP_A-2096198"	11	75105260	1.161608
"SNP_A-2101833"	11	75113073	0.689063
"SNP_A-4215173"	11	75123917	0.568319
"SNP_A-2114410"	11	75124598	0.804484
"SNP_A-2167747"	11	75124632	0.510396
"SNP_A-1834113"	11	75129915	0.739571
"SNP_A-2133335"	11	75130012	0.417444
"SNP_A-2012121"	11	75130040	0.700342
"SNP_A-2235351"	11	75133782	0.572456
"SNP_A-2021451"	11	75202444	0.360111
"SNP_A-4220356"	11	75213170	0.564369
"SNP_A-1869713"	11	75234883	0.777079
"SNP_A-1806644"	11	75234949	0.779221
"SNP_A-1876403"	11	75235031	0.692673
"SNP_A-2232880"	11	75235058	0.63962
"SNP_A-2110573"	11	75242906	0.580615
"SNP_A-2071921"	11	75289292	0.275962
"SNP_A-1840718"	11	75290526	0.807874
"SNP_A-1788147"	11	75333086	0.91238
"SNP_A-2227847"	11	75345846	0.654992
"SNP_A-2002047"	11	75346283	0.719134
"SNP_A-2154848"	11	75411066	0.316136
"SNP_A-2070960"	11	75483532	0.589579
"SNP_A-4233269"	11	75483807	0.844639
"SNP_A-2012129"	11	75510520	0.888439
"SNP_A-2012130"	11	75510570	0.873457
"SNP_A-1797352"	11	75542845	0.497665
"SNP_A-2222028"	11	75554459	0.318272
"SNP_A-2101232"	11	75674195	0.357299
"SNP_A-1936546"	11	75724913	0.338034
"SNP_A-1803070"	11	75734104	0.617641
"SNP_A-4214147"	11	75738176	0.036746
"SNP_A-2260455"	11	75777517	0.337798
"SNP_A-1949292"	11	75777845	0.183166
"SNP_A-2225247"	11	75804862	0.292837
"SNP_A-2038238"	11	75808717	0.377155
"SNP_A-4237690"	11	75811213	0.648632
"SNP_A-2131609"	11	75820667	0.609236
"SNP_A-4239264"	11	75841660	0.412691
"SNP_A-2288313"	11	75929466	0.300981
"SNP_A-2144271"	11	75930279	0.794412
"SNP_A-4204453"	11	75934863	0.201694
"SNP_A-4215175"	11	75943820	0.523412
"SNP_A-1900469"	11	75950190	0.420818
"SNP_A-4215176"	11	75951503	0.383277
"SNP_A-2188226"	11	75953351	0.277463
"SNP_A-2057367"	11	75960729	0.557796
"SNP_A-2108724"	11	76003469	0.472187
"SNP_A-4221532"	11	76029213	0.138098
"SNP_A-4192483"	11	76097640	0.648505
"SNP_A-2215573"	11	76098174	0.262109
"SNP_A-2237668"	11	76098367	0.326687
"SNP_A-4232812"	11	76116619	0.58522
"SNP_A-2074969"	11	76116716	0.553499
"SNP_A-2044872"	11	76117431	0.05457
"SNP_A-2266123"	11	76117869	0.180442
"SNP_A-1847952"	11	76117994	-0.012449
"SNP_A-1841378"	11	76118315	0.515908
"SNP_A-4232787"	11	76118517	0.63613
"SNP_A-1839634"	11	76121915	0.440854
"SNP_A-2091995"	11	76125107	0.698098
"SNP_A-4196029"	11	76140459	0.44777
"SNP_A-1913398"	11	76151353	0.364938
"SNP_A-2226733"	11	76157903	0.716742
"SNP_A-1859649"	11	76191470	0.292896
"SNP_A-2295700"	11	76191983	0.452039
"SNP_A-2140640"	11	76192068	0.187105
"SNP_A-2245142"	11	76219326	0.50295
"SNP_A-1793765"	11	76229054	0.403362
"SNP_A-4237204"	11	76229283	0.14378
"SNP_A-1812663"	11	76231265	0.464955
"SNP_A-1890949"	11	76231379	0.593217
"SNP_A-2048194"	11	76233208	0.499731
"SNP_A-2283463"	11	76233350	0.614691
"SNP_A-2021870"	11	76242150	0.416211
"SNP_A-2062441"	11	76270278	0.803704
"SNP_A-4195664"	11	76270482	0.490581
"SNP_A-2260575"	11	76274268	0.639772
"SNP_A-2146771"	11	76306635	0.677576
"SNP_A-1817213"	11	76307515	0.49758
"SNP_A-2012169"	11	76307639	0.237791
"SNP_A-2012170"	11	76307933	-0.089465
"SNP_A-2036668"	11	76338428	0.33049
"SNP_A-2274212"	11	76361694	0.912694
"SNP_A-4222030"	11	76374779	0.419967
"SNP_A-2035746"	11	76378304	0.938207
"SNP_A-2012172"	11	76379013	1.116791
"SNP_A-2012174"	11	76379254	1.097867
"SNP_A-4228391"	11	76390263	0.40448
"SNP_A-1926627"	11	76410432	0.38072
"SNP_A-2109513"	11	76425830	0.754894
"SNP_A-2279822"	11	76437688	0.094111
"SNP_A-4223688"	11	76505640	0.367803
"SNP_A-2271322"	11	76509659	0.487501
"SNP_A-2306921"	11	76510367	0.477151
"SNP_A-2189546"	11	76541520	0.262079
"SNP_A-2292782"	11	76617563	0.285846
"SNP_A-2077144"	11	76621697	0.620835
"SNP_A-1803096"	11	76634474	0.10922
"SNP_A-4220243"	11	76646531	0.555355
"SNP_A-2002059"	11	76655140	0.039966
"SNP_A-2148675"	11	76656566	0.283347
"SNP_A-2258897"	11	76665069	0.465722
"SNP_A-2100520"	11	76676427	0.301335
"SNP_A-1804375"	11	76676506	0.256258
"SNP_A-1917720"	11	76692043	0.399267
"SNP_A-1946566"	11	76703887	0.532784
"SNP_A-2067529"	11	76733974	0.454384
"SNP_A-1940812"	11	76742006	0.166183
"SNP_A-2217835"	11	76745802	0.129729
"SNP_A-2114451"	11	76773451	0.832833
"SNP_A-1819365"	11	76781646	0.464004
"SNP_A-2280623"	11	76793956	0.497457
"SNP_A-1820783"	11	76809623	0.442962
"SNP_A-4215182"	11	76820536	0.589335
"SNP_A-1956139"	11	76856568	0.653985
"SNP_A-4241185"	11	76871480	0.303919
"SNP_A-1835564"	11	76872249	0.37648
"SNP_A-1896817"	11	76873130	0.577289
"SNP_A-1830567"	11	76888784	0.327261
"SNP_A-1823196"	11	76918831	0.368945
"SNP_A-2026558"	11	76977696	0.439508
"SNP_A-2200137"	11	76995927	0.231128
"SNP_A-2142091"	11	77000453	0.264212
"SNP_A-1863154"	11	77012587	0.765341
"SNP_A-2268770"	11	77049813	0.519773
"SNP_A-4207602"	11	77053895	0.579069
"SNP_A-2255855"	11	77057882	0.564751
"SNP_A-2033968"	11	77072900	0.454417
"SNP_A-1783936"	11	77087216	0.406129
"SNP_A-1799411"	11	77131724	0.472767
"SNP_A-2233425"	11	77133991	0.155238
"SNP_A-1785476"	11	77138262	0.154971
"SNP_A-2263423"	11	77183692	0.546154
"SNP_A-2133255"	11	77233004	0.832629
"SNP_A-2240274"	11	77270557	0.541738
"SNP_A-2271177"	11	77297988	0.381731
"SNP_A-4240596"	11	77304611	0.495856
"SNP_A-2157075"	11	77347911	0.101559
"SNP_A-1961164"	11	77374899	0.857107
"SNP_A-1850896"	11	77380132	0.305601
"SNP_A-1825992"	11	77386315	0.490649
"SNP_A-4223028"	11	77404777	0.759679
"SNP_A-1872400"	11	77404931	0.588112
"SNP_A-2239122"	11	77405027	0.352965
"SNP_A-4215183"	11	77409064	0.370979
"SNP_A-2012219"	11	77409403	0.311042
"SNP_A-2211761"	11	77423766	0.265177
"SNP_A-1784694"	11	77423833	0.220137
"SNP_A-1913863"	11	77425002	0.566462
"SNP_A-2184719"	11	77432613	0.61753
"SNP_A-4215184"	11	77447533	0.398422
"SNP_A-1874932"	11	77463587	0.509121
"SNP_A-2012227"	11	77480573	0.501595
"SNP_A-1858161"	11	77486410	1.017524
"SNP_A-2012235"	11	77498655	0.672837
"SNP_A-2240403"	11	77533005	0.691164
"SNP_A-4225070"	11	77543584	0.55239
"SNP_A-2224828"	11	77543609	0.217229
"SNP_A-1924670"	11	77543928	0.400555
"SNP_A-1887610"	11	77555017	0.454089
"SNP_A-1929053"	11	77565918	0.34935
"SNP_A-2157161"	11	77569399	0.534639
"SNP_A-2072050"	11	77580237	0.563045
"SNP_A-4215188"	11	77613814	0.162747
"SNP_A-4239351"	11	77614580	0.203428
"SNP_A-4207161"	11	77621105	0.108696
"SNP_A-2056749"	11	77639123	-0.121435
"SNP_A-1841568"	11	77667908	0.013391
"SNP_A-2112731"	11	77674051	0.006464
"SNP_A-1798033"	11	77677803	-0.120888
"SNP_A-1916526"	11	77685323	0.09533
"SNP_A-1860200"	11	77688478	0.025005
"SNP_A-1781022"	11	77691705	0.06324
"SNP_A-2313615"	11	77722719	0.25081
"SNP_A-2012255"	11	77768798	0.038207
"SNP_A-2228249"	11	77787788	0.343483
"SNP_A-2291991"	11	77788872	-0.208131
"SNP_A-1934420"	11	77802894	0.161079
"SNP_A-2012260"	11	77814934	0.211167
"SNP_A-2012261"	11	77825857	0.086844
"SNP_A-2119600"	11	77839009	0.064858
"SNP_A-1868489"	11	77839100	0.262205
"SNP_A-4215189"	11	77842632	-0.266261
"SNP_A-1842283"	11	77862845	0.269905
"SNP_A-1867409"	11	77880036	0.015338
"SNP_A-1882554"	11	77887527	0.142901
"SNP_A-2072533"	11	77892730	-0.0367
"SNP_A-2050322"	11	77929133	0.135982
"SNP_A-4200786"	11	77934646	0.195703
"SNP_A-1944981"	11	77935156	0.19412
"SNP_A-4235104"	11	77953579	0.643589
"SNP_A-1783496"	11	77954925	0.055547
"SNP_A-4221615"	11	77956215	0.159524
"SNP_A-4207220"	11	77961451	0.248883
"SNP_A-4206173"	11	77962381	0.040341
